"neighborhood","area","bedrooms","pool","date","price"
"Neighborhood 2",2418,2,0,"Sep 2018",660815
"Neighborhood 1",1461,1,0,"Sep 2018",544897
"Neighborhood 1",1586,1,0,"Sep 2018",402007
"Neighborhood 2",2440,2,0,"Sep 2018",592300
"Neighborhood 1",1529,1,0,"Sep 2018",726528
"Neighborhood 1",1449,1,0,"Sep 2018",694058
"Neighborhood 1",1356,1,0,"Sep 2018",474379
"Neighborhood 1",1529,1,0,"Sep 2018",588617
"Neighborhood 2",2236,2,0,"Sep 2018",516486
"Neighborhood 1",1343,1,0,"Sep 2018",465185
"Neighborhood 2",2197,2,0,"Sep 2018",560784
"Neighborhood 1",1658,1,0,"Sep 2018",641625
"Neighborhood 1",1351,1,0,"Sep 2018",485767
"Neighborhood 1",1805,2,0,"Sep 2018",506209
"Neighborhood 1",1873,1,0,"Sep 2018",432642
"Neighborhood 1",1613,1,0,"Sep 2018",588341
"Neighborhood 2",2309,2,0,"Sep 2018",763482
"Neighborhood 1",1428,1,0,"Sep 2018",682921
"Neighborhood 1",1383,1,0,"Sep 2018",434022
"Neighborhood 1",1622,1,0,"Sep 2018",512094
"Neighborhood 1",1606,1,0,"Sep 2018",504113
"Neighborhood 2",2152,2,0,"Sep 2018",637017
"Neighborhood 1",1431,2,0,"Sep 2018",628970
"Neighborhood 2",2331,2,0,"Sep 2018",517755
"Neighborhood 2",2417,2,0,"Sep 2018",858427
"Neighborhood 2",2401,3,0,"Sep 2018",588095
"Neighborhood 1",1365,3,0,"Sep 2018",368624
"Neighborhood 1",1440,1,0,"Sep 2018",410848
"Neighborhood 2",2417,2,1,"Sep 2018",530282
"Neighborhood 2",2334,2,0,"Sep 2018",658968
"Neighborhood 2",2228,2,0,"Sep 2018",844450
"Neighborhood 1",1386,1,0,"Sep 2018",465574
"Neighborhood 2",2399,2,1,"Sep 2018",619767
"Neighborhood 2",2151,2,0,"Sep 2018",711264
"Neighborhood 2",2221,3,0,"Sep 2018",675299
"Neighborhood 2",2334,2,0,"Sep 2018",613768
"Neighborhood 1",1737,1,1,"Sep 2018",703482
"Neighborhood 1",1245,1,0,"Sep 2018",479595
"Neighborhood 1",1365,1,0,"Sep 2018",526037
"Neighborhood 2",2034,2,0,"Sep 2018",412191
"Neighborhood 2",2063,1,0,"Sep 2018",562689
"Neighborhood 2",2204,2,0,"Sep 2018",560643
"Neighborhood 2",2267,2,0,"Sep 2018",749963
"Neighborhood 2",2287,3,0,"Sep 2018",747569
"Neighborhood 2",2503,2,0,"Sep 2018",633827
"Neighborhood 2",2597,2,1,"Sep 2018",553893
"Neighborhood 2",2130,2,0,"Sep 2018",747916
"Neighborhood 2",2160,2,0,"Sep 2018",577196
"Neighborhood 1",1416,1,0,"Sep 2018",635157
"Neighborhood 1",1249,1,0,"Sep 2018",554787
"Neighborhood 2",2565,2,0,"Sep 2018",515107
"Neighborhood 2",2513,2,1,"Sep 2018",739483
"Neighborhood 1",1340,1,0,"Sep 2018",564873
"Neighborhood 2",2321,2,1,"Sep 2018",586822
"Neighborhood 1",1728,2,0,"Sep 2018",695169
"Neighborhood 2",2260,2,0,"Sep 2018",574616
"Neighborhood 1",1647,1,0,"Sep 2018",535140
"Neighborhood 2",2064,2,0,"Sep 2018",752147
"Neighborhood 2",2504,2,1,"Sep 2018",583921
"Neighborhood 1",1817,2,0,"Sep 2018",593395
"Neighborhood 1",1721,1,0,"Sep 2018",465606
"Neighborhood 1",1303,1,1,"Sep 2018",460330
"Neighborhood 2",2579,3,0,"Sep 2018",707334
"Neighborhood 1",1667,1,0,"Sep 2018",548724
"Neighborhood 2",2097,3,0,"Sep 2018",498101
"Neighborhood 2",2143,2,0,"Sep 2018",810796
"Neighborhood 2",2326,2,1,"Sep 2018",564763
"Neighborhood 1",1764,1,1,"Sep 2018",660638
"Neighborhood 2",2077,2,0,"Sep 2018",873690
"Neighborhood 1",1807,2,0,"Sep 2018",567219
"Neighborhood 2",2419,3,0,"Sep 2018",584897
"Neighborhood 2",2013,2,0,"Sep 2018",618658
"Neighborhood 1",1495,1,0,"Sep 2018",605670
"Neighborhood 1",1378,1,0,"Sep 2018",638814
"Neighborhood 2",2036,2,0,"Sep 2018",751042
"Neighborhood 1",1522,1,0,"Sep 2018",592353
"Neighborhood 1",1577,1,0,"Sep 2018",404048
"Neighborhood 1",1310,2,0,"Sep 2018",504529
"Neighborhood 2",2188,2,0,"Sep 2018",873580
"Neighborhood 1",1758,1,0,"Sep 2018",614115
"Neighborhood 2",2279,2,0,"Sep 2018",462108
"Neighborhood 1",1672,1,0,"Sep 2018",648330
"Neighborhood 2",2307,2,1,"Sep 2018",724540
"Neighborhood 2",2484,2,0,"Sep 2018",547854
"Neighborhood 1",1697,2,0,"Sep 2018",395978
"Neighborhood 2",2361,2,0,"Sep 2018",836936
"Neighborhood 1",1437,1,0,"Sep 2018",480088
"Neighborhood 2",2410,4,0,"Sep 2018",677801
"Neighborhood 2",2224,2,0,"Sep 2018",727950
"Neighborhood 2",2429,2,0,"Sep 2018",808790
"Neighborhood 1",1506,1,0,"Sep 2018",471386
"Neighborhood 2",2833,2,1,"Sep 2018",641245
"Neighborhood 1",1658,1,0,"Sep 2018",688291
"Neighborhood 1",1568,3,0,"Sep 2018",500472
"Neighborhood 2",2431,2,0,"Sep 2018",816960
"Neighborhood 2",2379,2,0,"Sep 2018",617262
"Neighborhood 2",2201,2,1,"Sep 2018",683896
"Neighborhood 2",2685,2,0,"Sep 2018",682717
"Neighborhood 2",2223,2,0,"Sep 2018",633505
"Neighborhood 1",1689,1,0,"Sep 2018",616155
"Neighborhood 1",1614,2,0,"Sep 2018",307230
"Neighborhood 1",1552,2,0,"Sep 2018",446257
"Neighborhood 1",1454,1,0,"Sep 2018",556528
"Neighborhood 1",1562,1,0,"Sep 2018",700449
"Neighborhood 1",1321,3,1,"Sep 2018",455929
"Neighborhood 1",1671,1,0,"Sep 2018",440039
"Neighborhood 1",1690,1,0,"Sep 2018",603490
"Neighborhood 2",2213,4,0,"Sep 2018",733219
"Neighborhood 1",1521,1,0,"Sep 2018",651764
"Neighborhood 1",1291,2,0,"Sep 2018",405822
"Neighborhood 2",2439,2,0,"Sep 2018",829655
"Neighborhood 1",1642,1,0,"Sep 2018",459852
"Neighborhood 2",2417,2,0,"Sep 2018",717351
"Neighborhood 1",1535,3,0,"Sep 2018",664544
"Neighborhood 1",1288,1,0,"Sep 2018",787617
"Neighborhood 2",2236,3,0,"Sep 2018",758236
"Neighborhood 2",2302,2,0,"Sep 2018",659335
"Neighborhood 1",1364,1,0,"Sep 2018",393908
"Neighborhood 1",1297,1,0,"Sep 2018",547944
"Neighborhood 1",1967,1,0,"Sep 2018",424541
"Neighborhood 2",2171,2,0,"Sep 2018",637179
"Neighborhood 1",1266,2,0,"Sep 2018",604904
"Neighborhood 2",2035,2,1,"Sep 2018",581752
"Neighborhood 2",2219,2,0,"Sep 2018",723401
"Neighborhood 1",1720,1,0,"Sep 2018",435901
"Neighborhood 1",1736,3,0,"Sep 2018",523548
"Neighborhood 1",1618,1,0,"Sep 2018",547937
"Neighborhood 2",2307,2,0,"Sep 2018",502110
"Neighborhood 1",1715,1,0,"Sep 2018",585367
"Neighborhood 2",2233,3,0,"Sep 2018",514662
"Neighborhood 1",1727,1,0,"Sep 2018",467033
"Neighborhood 1",1652,1,0,"Sep 2018",523572
"Neighborhood 2",2165,2,0,"Sep 2018",902417
"Neighborhood 2",2466,3,1,"Sep 2018",560172
"Neighborhood 1",1529,3,0,"Sep 2018",526962
"Neighborhood 1",1713,1,0,"Sep 2018",652821
"Neighborhood 1",1415,1,0,"Sep 2018",569370
"Neighborhood 1",1425,1,0,"Sep 2018",735289
"Neighborhood 1",1290,1,0,"Sep 2018",430991
"Neighborhood 2",2200,2,0,"Sep 2018",323677
"Neighborhood 2",2070,2,0,"Sep 2018",588450
"Neighborhood 1",1242,1,0,"Sep 2018",605303
"Neighborhood 1",1605,1,1,"Sep 2018",369404
"Neighborhood 2",2041,2,0,"Sep 2018",726303
"Neighborhood 2",2145,3,0,"Sep 2018",483359
"Neighborhood 1",1484,1,0,"Sep 2018",696913
"Neighborhood 2",2199,3,0,"Sep 2018",523735
"Neighborhood 1",1285,1,0,"Sep 2018",453257
"Neighborhood 1",1586,1,0,"Sep 2018",392864
"Neighborhood 2",2312,2,0,"Sep 2018",721954
"Neighborhood 1",1460,1,0,"Sep 2018",329745
"Neighborhood 1",1357,3,0,"Sep 2018",669482
"Neighborhood 2",2427,2,1,"Sep 2018",792733
"Neighborhood 1",1439,3,0,"Sep 2018",578735
"Neighborhood 2",2300,2,0,"Sep 2018",695854
"Neighborhood 2",2280,2,0,"Sep 2018",586460
"Neighborhood 2",2196,2,0,"Sep 2018",508575
"Neighborhood 1",1448,3,0,"Sep 2018",563353
"Neighborhood 2",2381,2,1,"Sep 2018",731666
"Neighborhood 2",2310,1,1,"Sep 2018",401740
"Neighborhood 1",1508,2,0,"Sep 2018",533938
"Neighborhood 1",1513,1,0,"Sep 2018",529425
"Neighborhood 1",1611,1,0,"Sep 2018",732590
"Neighborhood 1",1477,1,0,"Sep 2018",572886
"Neighborhood 2",2089,3,1,"Sep 2018",730632
"Neighborhood 2",2069,3,1,"Sep 2018",642269
"Neighborhood 2",2221,2,0,"Sep 2018",562693
"Neighborhood 1",1386,1,0,"Sep 2018",472367
"Neighborhood 2",2288,2,0,"Sep 2018",525243
"Neighborhood 1",1555,3,0,"Sep 2018",690170
"Neighborhood 2",2311,3,1,"Sep 2018",666054
"Neighborhood 2",2279,2,0,"Sep 2018",771340
"Neighborhood 1",1333,1,0,"Sep 2018",519947
"Neighborhood 1",1467,2,1,"Sep 2018",592771
"Neighborhood 1",1606,1,0,"Sep 2018",746969
"Neighborhood 1",1399,1,0,"Sep 2018",536988
"Neighborhood 1",1746,2,0,"Sep 2018",633436
"Neighborhood 1",1341,2,0,"Sep 2018",490419
"Neighborhood 1",1536,1,0,"Sep 2018",629232
"Neighborhood 2",2112,2,0,"Sep 2018",752773
"Neighborhood 1",1326,1,0,"Sep 2018",589933
"Neighborhood 1",1223,3,0,"Sep 2018",699355
"Neighborhood 2",2226,2,0,"Sep 2018",684734
"Neighborhood 1",1397,1,0,"Sep 2018",381493
"Neighborhood 1",1724,1,0,"Sep 2018",518693
"Neighborhood 2",2255,3,0,"Sep 2018",444058
"Neighborhood 2",2024,2,0,"Sep 2018",582262
"Neighborhood 2",2028,1,0,"Sep 2018",531839
"Neighborhood 2",2392,3,0,"Sep 2018",634775
"Neighborhood 2",2185,2,0,"Sep 2018",688914
"Neighborhood 1",1469,1,0,"Sep 2018",422247
"Neighborhood 2",2137,2,1,"Sep 2018",690919
"Neighborhood 2",2383,2,1,"Sep 2018",664519
"Neighborhood 2",2464,3,0,"Sep 2018",724001
"Neighborhood 1",1429,1,0,"Sep 2018",663781
"Neighborhood 1",1747,2,0,"Sep 2018",703651
"Neighborhood 1",1651,1,0,"Sep 2018",606558
"Neighborhood 2",2173,2,0,"Sep 2018",676556
"Neighborhood 2",2671,3,0,"Sep 2018",635908
"Neighborhood 1",1684,1,0,"Sep 2018",403434
"Neighborhood 1",1634,1,0,"Sep 2018",624936
"Neighborhood 2",2048,3,0,"Sep 2018",813456
"Neighborhood 1",1567,1,0,"Sep 2018",347876
"Neighborhood 2",2043,2,0,"Sep 2018",493707
"Neighborhood 2",2275,3,0,"Sep 2018",629544
"Neighborhood 1",1431,1,0,"Sep 2018",497318
"Neighborhood 1",1585,1,0,"Sep 2018",623251
"Neighborhood 1",1255,1,0,"Sep 2018",442856
"Neighborhood 1",1492,2,0,"Sep 2018",554346
"Neighborhood 2",2108,2,0,"Sep 2018",680524
"Neighborhood 2",2285,2,0,"Sep 2018",694445
"Neighborhood 1",1581,1,0,"Sep 2018",569473
"Neighborhood 1",1586,1,0,"Sep 2018",559953
"Neighborhood 2",2199,2,0,"Sep 2018",555457
"Neighborhood 2",2138,2,0,"Sep 2018",594753
"Neighborhood 2",2262,3,0,"Sep 2018",601574
"Neighborhood 1",1493,2,0,"Sep 2018",482668
"Neighborhood 1",1202,1,0,"Sep 2018",559960
"Neighborhood 2",2003,2,0,"Sep 2018",678327
"Neighborhood 1",1567,1,0,"Sep 2018",602598
"Neighborhood 1",1667,1,0,"Sep 2018",738025
"Neighborhood 1",1774,1,0,"Sep 2018",321086
"Neighborhood 1",1249,1,0,"Sep 2018",569285
"Neighborhood 1",1504,1,0,"Sep 2018",634690
"Neighborhood 2",2275,2,0,"Sep 2018",760589
"Neighborhood 1",1562,1,0,"Sep 2018",482296
"Neighborhood 2",2075,2,0,"Sep 2018",723129
"Neighborhood 1",1645,1,0,"Sep 2018",520032
"Neighborhood 2",2231,2,0,"Sep 2018",496783
"Neighborhood 2",2554,2,1,"Sep 2018",619139
"Neighborhood 2",2027,3,0,"Sep 2018",831418
"Neighborhood 2",2047,2,0,"Sep 2018",655972
"Neighborhood 1",1493,2,0,"Sep 2018",527239
"Neighborhood 1",1534,1,0,"Sep 2018",616586
"Neighborhood 1",1591,1,1,"Sep 2018",444699
"Neighborhood 2",2150,2,0,"Sep 2018",823186
"Neighborhood 1",1543,1,0,"Sep 2018",690876
"Neighborhood 1",1492,1,0,"Sep 2018",596092
"Neighborhood 1",1556,1,1,"Sep 2018",686745
"Neighborhood 2",2054,1,1,"Sep 2018",703237
"Neighborhood 2",2238,2,1,"Sep 2018",731531
"Neighborhood 2",2270,2,0,"Sep 2018",618999
"Neighborhood 1",1684,1,0,"Sep 2018",624981
"Neighborhood 2",2058,2,0,"Sep 2018",686523
"Neighborhood 2",2229,2,0,"Sep 2018",600928
"Neighborhood 2",2146,2,0,"Sep 2018",590336
"Neighborhood 2",2081,2,0,"Sep 2018",738640
"Neighborhood 2",2420,4,0,"Sep 2018",650281
"Neighborhood 2",2442,2,1,"Sep 2018",595277
"Neighborhood 1",1333,1,0,"Sep 2018",510137
"Neighborhood 1",1726,3,0,"Sep 2018",487538
"Neighborhood 2",2237,2,0,"Sep 2018",630627
"Neighborhood 1",1310,1,0,"Sep 2018",467561
"Neighborhood 2",2371,2,0,"Sep 2018",757335
"Neighborhood 2",2251,2,0,"Sep 2018",511536
"Neighborhood 1",1778,1,0,"Sep 2018",645698
"Neighborhood 2",2392,4,0,"Sep 2018",559685
"Neighborhood 1",1441,1,0,"Sep 2018",641366
"Neighborhood 1",1601,2,0,"Sep 2018",638021
"Neighborhood 1",2081,1,0,"Sep 2018",632076
"Neighborhood 1",1506,1,0,"Sep 2018",495987
"Neighborhood 2",2390,2,0,"Sep 2018",758964
"Neighborhood 1",1329,1,0,"Sep 2018",512631
"Neighborhood 2",2202,2,0,"Sep 2018",486843
"Neighborhood 1",1651,3,0,"Sep 2018",544141
"Neighborhood 1",1708,3,0,"Sep 2018",560559
"Neighborhood 1",1983,1,0,"Sep 2018",667791
"Neighborhood 1",1799,1,0,"Sep 2018",434855
"Neighborhood 1",1347,1,0,"Sep 2018",669955
"Neighborhood 2",2144,2,0,"Sep 2018",710176
"Neighborhood 1",1561,1,0,"Sep 2018",519654
"Neighborhood 1",1587,1,0,"Sep 2018",315300
"Neighborhood 2",2179,2,0,"Sep 2018",845999
"Neighborhood 1",1496,1,0,"Sep 2018",490549
"Neighborhood 1",1202,1,0,"Sep 2018",637626
"Neighborhood 2",2330,2,0,"Sep 2018",496013
"Neighborhood 1",1629,1,0,"Sep 2018",670393
"Neighborhood 2",2474,2,0,"Sep 2018",639642
"Neighborhood 2",2132,3,0,"Sep 2018",643987
"Neighborhood 1",1583,2,0,"Sep 2018",596472
"Neighborhood 1",1671,1,0,"Sep 2018",394688
"Neighborhood 1",1499,1,0,"Sep 2018",591705
"Neighborhood 1",1237,1,0,"Sep 2018",697557
"Neighborhood 1",1498,1,0,"Sep 2018",504854
"Neighborhood 2",2257,2,0,"Sep 2018",586961
"Neighborhood 1",1494,1,0,"Sep 2018",645752
"Neighborhood 2",2306,2,0,"Sep 2018",972820
"Neighborhood 1",1633,1,0,"Sep 2018",632600
"Neighborhood 1",1607,2,0,"Sep 2018",484244
"Neighborhood 1",1543,1,0,"Sep 2018",772070
"Neighborhood 1",1637,1,0,"Sep 2018",533044
"Neighborhood 2",2522,2,0,"Sep 2018",763996
"Neighborhood 2",2377,1,1,"Sep 2018",620774
"Neighborhood 1",1537,1,0,"Sep 2018",647157
"Neighborhood 1",1217,1,0,"Sep 2018",523445
"Neighborhood 1",1651,1,0,"Sep 2018",490181
"Neighborhood 1",1678,1,0,"Sep 2018",745513
"Neighborhood 1",1361,1,0,"Sep 2018",568794
"Neighborhood 1",1569,1,0,"Sep 2018",671090
"Neighborhood 1",1994,2,0,"Sep 2018",675757
"Neighborhood 1",1567,1,0,"Sep 2018",606094
"Neighborhood 2",2496,2,1,"Sep 2018",664160
"Neighborhood 1",1304,3,0,"Sep 2018",584940
"Neighborhood 1",1719,1,0,"Sep 2018",592920
"Neighborhood 1",1561,1,0,"Sep 2018",541839
"Neighborhood 1",1261,1,0,"Sep 2018",520123
"Neighborhood 2",2479,3,0,"Sep 2018",747828
"Neighborhood 1",1742,1,0,"Sep 2018",459578
"Neighborhood 1",1782,1,0,"Sep 2018",327021
"Neighborhood 2",2116,3,1,"Sep 2018",698339
"Neighborhood 1",1687,1,0,"Sep 2018",579563
"Neighborhood 2",2054,2,0,"Sep 2018",817382
"Neighborhood 2",2364,2,0,"Sep 2018",684722
"Neighborhood 2",2142,2,0,"Sep 2018",501658
"Neighborhood 1",1605,1,0,"Sep 2018",575102
"Neighborhood 2",2165,2,0,"Sep 2018",676772
"Neighborhood 1",1338,1,0,"Sep 2018",634538
"Neighborhood 1",1297,1,0,"Sep 2018",618384
"Neighborhood 2",2240,2,0,"Sep 2018",830340
"Neighborhood 1",1204,2,0,"Sep 2018",609572
"Neighborhood 2",2206,2,0,"Sep 2018",735973
"Neighborhood 1",1792,1,0,"Sep 2018",555213
"Neighborhood 2",2252,2,0,"Sep 2018",853751
"Neighborhood 1",1794,1,0,"Sep 2018",621083
"Neighborhood 1",1703,1,0,"Sep 2018",307283
"Neighborhood 2",2238,1,1,"Sep 2018",575623
"Neighborhood 2",2235,4,0,"Sep 2018",605566
"Neighborhood 2",2309,2,0,"Sep 2018",556721
"Neighborhood 1",1242,1,0,"Sep 2018",477755
"Neighborhood 1",1392,1,0,"Sep 2018",509349
"Neighborhood 1",1403,1,0,"Sep 2018",453064
"Neighborhood 2",2391,2,0,"Sep 2018",746369
"Neighborhood 1",1268,1,0,"Sep 2018",480409
"Neighborhood 1",1563,1,1,"Sep 2018",712096
"Neighborhood 2",2041,2,1,"Sep 2018",806751
"Neighborhood 2",2293,1,1,"Sep 2018",548250
"Neighborhood 1",1562,1,1,"Sep 2018",414590
"Neighborhood 1",1314,1,0,"Sep 2018",606465
"Neighborhood 1",1292,1,0,"Sep 2018",445060
"Neighborhood 1",1412,1,0,"Sep 2018",628780
"Neighborhood 1",1538,1,0,"Sep 2018",697091
"Neighborhood 1",1318,1,0,"Sep 2018",492087
"Neighborhood 2",2368,2,0,"Sep 2018",579107
"Neighborhood 2",2369,2,0,"Sep 2018",516096
"Neighborhood 2",2301,1,0,"Sep 2018",672405
"Neighborhood 1",1321,1,0,"Sep 2018",680358
"Neighborhood 1",1478,1,0,"Sep 2018",701459
"Neighborhood 2",2514,4,1,"Sep 2018",707560
"Neighborhood 2",2176,2,1,"Sep 2018",661166
"Neighborhood 1",1531,1,0,"Sep 2018",582652
"Neighborhood 1",1444,3,0,"Sep 2018",514395
"Neighborhood 1",1255,1,0,"Sep 2018",567804
"Neighborhood 2",2294,2,0,"Sep 2018",726209
"Neighborhood 1",1433,1,0,"Sep 2018",460153
"Neighborhood 1",1500,1,0,"Sep 2018",596219
"Neighborhood 1",1274,1,0,"Sep 2018",690679
"Neighborhood 1",1447,1,0,"Sep 2018",562511
"Neighborhood 2",2437,3,1,"Sep 2018",787095
"Neighborhood 2",2155,3,0,"Sep 2018",667320
"Neighborhood 1",1593,3,0,"Sep 2018",409598
"Neighborhood 1",1528,1,1,"Sep 2018",412072
"Neighborhood 1",1408,1,0,"Sep 2018",554058
"Neighborhood 2",2385,2,0,"Sep 2018",833935
"Neighborhood 1",1367,1,0,"Sep 2018",545626
"Neighborhood 1",1452,1,0,"Sep 2018",402303
"Neighborhood 2",2653,2,0,"Sep 2018",722730
"Neighborhood 2",2178,2,0,"Sep 2018",656711
"Neighborhood 1",1415,1,0,"Sep 2018",508567
"Neighborhood 1",1472,1,0,"Sep 2018",590702
"Neighborhood 2",2495,2,0,"Sep 2018",783464
"Neighborhood 1",1292,1,0,"Sep 2018",474546
"Neighborhood 1",1609,1,0,"Sep 2018",675786
"Neighborhood 2",2040,2,1,"Sep 2018",461859
"Neighborhood 2",2363,2,0,"Sep 2018",790227
"Neighborhood 1",1486,1,0,"Sep 2018",639788
"Neighborhood 1",1774,3,0,"Sep 2018",576116
"Neighborhood 2",2329,2,0,"Sep 2018",845178
"Neighborhood 2",2282,2,0,"Sep 2018",679549
"Neighborhood 2",2135,1,0,"Sep 2018",678391
"Neighborhood 1",2049,1,0,"Sep 2018",664194
"Neighborhood 1",1421,2,0,"Sep 2018",494515
"Neighborhood 2",2205,3,0,"Sep 2018",611936
"Neighborhood 1",1491,3,0,"Sep 2018",707430
"Neighborhood 2",2490,3,0,"Sep 2018",689909
"Neighborhood 1",1546,1,0,"Sep 2018",502272
"Neighborhood 2",2116,4,1,"Sep 2018",682898
"Neighborhood 2",2100,2,0,"Sep 2018",653568
"Neighborhood 1",1686,2,0,"Sep 2018",588360
"Neighborhood 1",1338,1,0,"Sep 2018",609887
"Neighborhood 2",2498,2,0,"Sep 2018",695991
"Neighborhood 2",2164,2,0,"Sep 2018",718795
"Neighborhood 2",2325,2,0,"Sep 2018",660589
"Neighborhood 2",2125,2,0,"Sep 2018",675609
"Neighborhood 2",2298,2,1,"Sep 2018",716720
"Neighborhood 1",1436,2,0,"Sep 2018",559254
"Neighborhood 1",1640,1,0,"Sep 2018",563573
"Neighborhood 1",1464,2,0,"Sep 2018",455196
"Neighborhood 1",1298,3,1,"Sep 2018",642628
"Neighborhood 1",1636,1,0,"Sep 2018",393430
"Neighborhood 1",1638,1,0,"Sep 2018",606729
"Neighborhood 2",2285,2,0,"Sep 2018",657171
"Neighborhood 1",1792,2,0,"Sep 2018",477124
"Neighborhood 1",1470,1,0,"Sep 2018",475904
"Neighborhood 1",1286,1,0,"Sep 2018",718697
"Neighborhood 1",1656,1,0,"Sep 2018",600308
"Neighborhood 2",2191,2,0,"Sep 2018",577728
"Neighborhood 2",2428,2,0,"Sep 2018",423317
"Neighborhood 2",2080,2,0,"Sep 2018",464438
"Neighborhood 1",1595,1,0,"Sep 2018",386955
"Neighborhood 2",2123,2,0,"Sep 2018",714955
"Neighborhood 1",1343,2,0,"Sep 2018",654660
"Neighborhood 1",1527,1,0,"Sep 2018",513889
"Neighborhood 2",2192,2,0,"Sep 2018",648356
"Neighborhood 1",1580,1,1,"Sep 2018",463799
"Neighborhood 1",1416,1,0,"Sep 2018",469278
"Neighborhood 1",1873,3,0,"Sep 2018",561678
"Neighborhood 2",2454,2,1,"Sep 2018",599877
"Neighborhood 1",1610,2,0,"Sep 2018",487931
"Neighborhood 1",1433,1,0,"Sep 2018",496513
"Neighborhood 1",1560,2,0,"Sep 2018",525667
"Neighborhood 1",1320,3,1,"Sep 2018",582682
"Neighborhood 1",1653,1,0,"Sep 2018",635333
"Neighborhood 2",2160,1,0,"Sep 2018",684340
"Neighborhood 1",1657,1,0,"Sep 2018",372301
"Neighborhood 1",1788,2,0,"Sep 2018",537407
"Neighborhood 2",2151,2,0,"Sep 2018",622204
"Neighborhood 1",1504,1,0,"Sep 2018",466474
"Neighborhood 1",1709,1,0,"Sep 2018",597987
"Neighborhood 1",1425,1,0,"Sep 2018",508370
"Neighborhood 2",2359,2,0,"Sep 2018",423058
"Neighborhood 1",1371,1,0,"Sep 2018",515291
"Neighborhood 2",2207,2,0,"Sep 2018",782261
"Neighborhood 1",1342,1,0,"Sep 2018",500438
"Neighborhood 2",2405,2,0,"Sep 2018",628199
"Neighborhood 1",1505,2,0,"Sep 2018",661087
"Neighborhood 2",2241,3,0,"Sep 2018",616908
"Neighborhood 2",2095,2,0,"Sep 2018",647365
"Neighborhood 2",2144,2,0,"Sep 2018",777857
"Neighborhood 1",1439,1,0,"Sep 2018",550158
"Neighborhood 2",2587,2,0,"Sep 2018",684086
"Neighborhood 1",1708,1,0,"Sep 2018",631912
"Neighborhood 2",2273,2,0,"Sep 2018",818642
"Neighborhood 2",2419,2,1,"Sep 2018",654027
"Neighborhood 2",2241,2,1,"Sep 2018",620147
"Neighborhood 1",1417,1,0,"Sep 2018",631545
"Neighborhood 1",1504,1,1,"Sep 2018",600793
"Neighborhood 2",2206,2,0,"Sep 2018",696307
"Neighborhood 2",2089,2,0,"Sep 2018",686913
"Neighborhood 1",1495,1,0,"Sep 2018",576264
"Neighborhood 2",2179,2,1,"Sep 2018",371945
"Neighborhood 1",1422,1,0,"Sep 2018",336428
"Neighborhood 1",1831,1,0,"Sep 2018",567283
"Neighborhood 2",2204,2,0,"Sep 2018",798713
"Neighborhood 2",2445,2,1,"Sep 2018",598439
"Neighborhood 2",2349,2,0,"Sep 2018",677017
"Neighborhood 2",2131,2,1,"Sep 2018",741601
"Neighborhood 2",2303,1,0,"Sep 2018",657806
"Neighborhood 2",2445,2,0,"Sep 2018",561139
"Neighborhood 2",2180,2,0,"Sep 2018",772876
"Neighborhood 1",1396,1,0,"Sep 2018",534896
"Neighborhood 1",1622,1,0,"Sep 2018",549378
"Neighborhood 2",2347,3,0,"Sep 2018",762360
"Neighborhood 1",1587,1,0,"Sep 2018",522495
"Neighborhood 1",1359,1,0,"Sep 2018",643919
"Neighborhood 2",2141,2,0,"Sep 2018",611503
"Neighborhood 2",2529,2,0,"Sep 2018",689331
"Neighborhood 1",1527,1,0,"Sep 2018",630424
"Neighborhood 2",2196,3,0,"Sep 2018",537121
"Neighborhood 1",1534,1,0,"Sep 2018",548068
"Neighborhood 2",2534,1,1,"Sep 2018",401713
"Neighborhood 1",1554,2,0,"Sep 2018",507472
"Neighborhood 2",2200,2,0,"Sep 2018",444325
"Neighborhood 2",2314,2,0,"Sep 2018",555646
"Neighborhood 1",1613,1,0,"Sep 2018",509171
"Neighborhood 1",1402,1,0,"Sep 2018",457032
"Neighborhood 2",2306,2,0,"Sep 2018",697704
"Neighborhood 1",1599,2,0,"Sep 2018",308680
"Neighborhood 2",2272,2,0,"Sep 2018",647961
"Neighborhood 1",1753,1,0,"Sep 2018",511897
"Neighborhood 2",2134,2,1,"Sep 2018",780077
"Neighborhood 1",1368,1,0,"Sep 2018",480678
"Neighborhood 1",1459,1,1,"Sep 2018",599305
"Neighborhood 2",2059,2,0,"Sep 2018",608902
"Neighborhood 2",2169,2,0,"Sep 2018",668011
"Neighborhood 1",1616,1,0,"Sep 2018",569712
"Neighborhood 1",1436,1,0,"Sep 2018",726564
"Neighborhood 2",2315,2,0,"Sep 2018",513436
"Neighborhood 2",2438,2,0,"Sep 2018",752076
"Neighborhood 1",1281,1,0,"Sep 2018",463962
"Neighborhood 1",1235,1,0,"Sep 2018",648838
"Neighborhood 1",1915,1,0,"Sep 2018",541493
"Neighborhood 2",2336,3,1,"Sep 2018",535857
"Neighborhood 1",1539,1,0,"Sep 2018",500309
"Neighborhood 1",1567,1,0,"Sep 2018",687954
"Neighborhood 1",1600,1,0,"Sep 2018",503507
"Neighborhood 2",2292,3,0,"Sep 2018",592787
"Neighborhood 1",1794,1,0,"Sep 2018",738561
"Neighborhood 2",2027,2,0,"Sep 2018",601286
"Neighborhood 1",1443,1,0,"Sep 2018",468547
