"neighborhood","area","bedrooms","pool","date","price"
"Neighborhood 2",2457,3,0,"Sep 2018",448842
"Neighborhood 1",1444,1,0,"Sep 2018",488601
"Neighborhood 1",1628,1,0,"Sep 2018",593261
"Neighborhood 1",1311,1,0,"Sep 2018",368432
"Neighborhood 1",1654,2,0,"Sep 2018",463331
"Neighborhood 2",2193,3,1,"Sep 2018",590342
"Neighborhood 1",1948,1,0,"Sep 2018",247228
"Neighborhood 1",1530,1,0,"Sep 2018",428787
"Neighborhood 1",1545,1,0,"Sep 2018",530661
"Neighborhood 2",2592,2,1,"Sep 2018",748971
"Neighborhood 1",1826,1,0,"Sep 2018",503012
"Neighborhood 1",2093,2,0,"Sep 2018",419972
"Neighborhood 1",1687,1,0,"Sep 2018",553671
"Neighborhood 2",2536,3,0,"Sep 2018",693139
"Neighborhood 1",1713,1,0,"Sep 2018",464992
"Neighborhood 2",2343,3,0,"Sep 2018",407219
"Neighborhood 1",1906,1,0,"Sep 2018",300623
"Neighborhood 2",2376,2,0,"Sep 2018",697265
"Neighborhood 1",1694,1,0,"Sep 2018",400907
"Neighborhood 2",2397,2,1,"Sep 2018",693630
"Neighborhood 1",1628,1,0,"Sep 2018",318734
"Neighborhood 1",1756,3,0,"Sep 2018",590685
"Neighborhood 1",1723,1,0,"Sep 2018",598227
"Neighborhood 1",1500,1,0,"Sep 2018",601829
"Neighborhood 1",1589,3,0,"Sep 2018",528834
"Neighborhood 1",1795,1,0,"Sep 2018",483135
"Neighborhood 1",1670,1,0,"Sep 2018",374312
"Neighborhood 2",2344,3,0,"Sep 2018",648380
"Neighborhood 2",2621,2,0,"Sep 2018",623655
"Neighborhood 1",1862,1,0,"Sep 2018",538392
"Neighborhood 1",1888,2,0,"Sep 2018",450651
"Neighborhood 1",1629,1,0,"Sep 2018",632574
"Neighborhood 1",1769,1,0,"Sep 2018",505646
"Neighborhood 2",2078,2,1,"Sep 2018",538961
"Neighborhood 1",1947,1,0,"Sep 2018",712603
"Neighborhood 2",2398,2,1,"Sep 2018",619846
"Neighborhood 2",2402,3,1,"Sep 2018",642965
"Neighborhood 2",2550,2,0,"Sep 2018",723840
"Neighborhood 1",1570,1,0,"Sep 2018",402710
"Neighborhood 1",1903,3,0,"Sep 2018",580149
"Neighborhood 1",1510,1,0,"Sep 2018",597150
"Neighborhood 2",2316,2,0,"Sep 2018",613930
"Neighborhood 2",2439,2,0,"Sep 2018",590905
"Neighborhood 1",1845,1,0,"Sep 2018",460940
"Neighborhood 1",1313,1,0,"Sep 2018",551236
"Neighborhood 2",2331,2,0,"Sep 2018",495643
"Neighborhood 1",1648,1,0,"Sep 2018",659079
"Neighborhood 2",2463,2,0,"Sep 2018",880372
"Neighborhood 2",2071,2,0,"Sep 2018",598698
"Neighborhood 2",2204,2,0,"Sep 2018",691626
"Neighborhood 1",1801,1,1,"Sep 2018",416890
"Neighborhood 1",1636,1,0,"Sep 2018",359043
"Neighborhood 1",1821,1,0,"Sep 2018",613492
"Neighborhood 2",2729,2,0,"Sep 2018",681085
"Neighborhood 1",1667,2,0,"Sep 2018",398838
"Neighborhood 1",1666,1,0,"Sep 2018",285461
"Neighborhood 1",1816,2,0,"Sep 2018",508419
"Neighborhood 2",2744,2,0,"Sep 2018",704758
"Neighborhood 1",1832,1,0,"Sep 2018",585731
"Neighborhood 2",2183,1,0,"Sep 2018",809838
"Neighborhood 1",1904,1,0,"Sep 2018",606834
"Neighborhood 1",1750,1,0,"Sep 2018",604416
"Neighborhood 1",1689,3,0,"Sep 2018",486405
"Neighborhood 1",1525,3,0,"Sep 2018",577479
"Neighborhood 2",2308,2,1,"Sep 2018",557303
"Neighborhood 2",2187,2,1,"Sep 2018",644328
"Neighborhood 2",2233,2,0,"Sep 2018",517576
"Neighborhood 1",1858,1,1,"Sep 2018",540735
"Neighborhood 1",1640,1,0,"Sep 2018",582019
"Neighborhood 2",2571,3,0,"Sep 2018",599741
"Neighborhood 2",2547,3,0,"Sep 2018",641717
"Neighborhood 2",2636,2,0,"Sep 2018",447425
"Neighborhood 2",2047,2,0,"Sep 2018",522363
"Neighborhood 2",2289,2,1,"Sep 2018",794454
"Neighborhood 1",1498,1,0,"Sep 2018",535373
"Neighborhood 2",2561,2,0,"Sep 2018",391241
"Neighborhood 1",1702,1,1,"Sep 2018",356044
"Neighborhood 1",1736,2,0,"Sep 2018",514370
"Neighborhood 1",1671,1,0,"Sep 2018",263690
"Neighborhood 1",1714,2,0,"Sep 2018",529964
"Neighborhood 1",1605,1,0,"Sep 2018",626109
"Neighborhood 1",1388,2,0,"Sep 2018",378630
"Neighborhood 1",1507,1,0,"Sep 2018",375219
"Neighborhood 2",2455,2,0,"Sep 2018",647170
"Neighborhood 2",2226,2,0,"Sep 2018",666561
"Neighborhood 1",1461,1,0,"Sep 2018",489314
"Neighborhood 1",1945,1,0,"Sep 2018",590068
"Neighborhood 2",2064,2,0,"Sep 2018",437760
"Neighborhood 1",1592,1,0,"Sep 2018",283704
"Neighborhood 1",2132,1,0,"Sep 2018",328832
"Neighborhood 2",2506,2,1,"Sep 2018",440490
"Neighborhood 1",1475,1,1,"Sep 2018",684634
"Neighborhood 1",1894,1,0,"Sep 2018",499832
"Neighborhood 2",2109,2,0,"Sep 2018",638216
"Neighborhood 2",2654,2,0,"Sep 2018",571610
"Neighborhood 1",1908,1,0,"Sep 2018",498426
"Neighborhood 2",2252,3,0,"Sep 2018",706709
"Neighborhood 2",2455,3,0,"Sep 2018",588612
"Neighborhood 1",1469,1,0,"Sep 2018",439698
"Neighborhood 2",2160,2,0,"Sep 2018",723014
"Neighborhood 1",1778,1,0,"Sep 2018",579631
"Neighborhood 1",1564,1,0,"Sep 2018",424978
"Neighborhood 2",2480,1,0,"Sep 2018",869954
"Neighborhood 1",1833,1,1,"Sep 2018",418196
"Neighborhood 2",2587,3,0,"Sep 2018",475260
"Neighborhood 1",1411,1,0,"Sep 2018",581685
"Neighborhood 1",1974,1,0,"Sep 2018",617193
"Neighborhood 1",1846,1,0,"Sep 2018",539984
"Neighborhood 2",2220,2,0,"Sep 2018",476710
"Neighborhood 2",2722,2,0,"Sep 2018",599629
"Neighborhood 1",1701,1,0,"Sep 2018",525929
"Neighborhood 2",2261,2,0,"Sep 2018",525432
"Neighborhood 1",1717,2,0,"Sep 2018",605457
"Neighborhood 2",2372,2,0,"Sep 2018",649241
"Neighborhood 2",2085,2,1,"Sep 2018",479736
"Neighborhood 2",2566,2,0,"Sep 2018",628671
"Neighborhood 2",2429,3,0,"Sep 2018",591078
"Neighborhood 2",2316,2,0,"Sep 2018",562983
"Neighborhood 1",1542,1,0,"Sep 2018",359135
"Neighborhood 2",2652,1,0,"Sep 2018",690631
"Neighborhood 2",2422,2,0,"Sep 2018",485782
"Neighborhood 1",1612,1,0,"Sep 2018",499827
"Neighborhood 2",2565,2,0,"Sep 2018",530247
"Neighborhood 1",1391,1,0,"Sep 2018",467574
"Neighborhood 1",2077,1,0,"Sep 2018",464788
"Neighborhood 2",2208,2,0,"Sep 2018",717252
"Neighborhood 1",1729,1,0,"Sep 2018",627447
"Neighborhood 1",2009,1,0,"Sep 2018",481091
"Neighborhood 1",1555,2,0,"Sep 2018",575914
"Neighborhood 2",2113,2,0,"Sep 2018",565698
"Neighborhood 1",1644,1,0,"Sep 2018",549937
"Neighborhood 1",2031,1,0,"Sep 2018",260893
"Neighborhood 2",2131,2,1,"Sep 2018",449241
"Neighborhood 1",1878,1,0,"Sep 2018",356055
"Neighborhood 2",2412,2,1,"Sep 2018",521091
"Neighborhood 2",2333,2,0,"Sep 2018",674282
"Neighborhood 2",2609,2,0,"Sep 2018",775713
"Neighborhood 1",1867,1,0,"Sep 2018",526258
"Neighborhood 1",1866,1,0,"Sep 2018",509355
"Neighborhood 2",2020,2,0,"Sep 2018",765580
"Neighborhood 1",1675,2,0,"Sep 2018",380645
"Neighborhood 1",1727,1,0,"Sep 2018",473908
"Neighborhood 1",1648,1,0,"Sep 2018",667071
"Neighborhood 2",2187,2,0,"Sep 2018",714731
"Neighborhood 1",1769,1,0,"Sep 2018",623831
"Neighborhood 2",2255,2,0,"Sep 2018",725478
"Neighborhood 1",1869,1,0,"Sep 2018",441536
"Neighborhood 1",1965,1,0,"Sep 2018",365122
"Neighborhood 1",1944,1,0,"Sep 2018",570625
"Neighborhood 2",2567,4,0,"Sep 2018",416485
"Neighborhood 1",1894,1,0,"Sep 2018",416251
"Neighborhood 2",2526,3,0,"Sep 2018",762143
"Neighborhood 1",1792,2,0,"Sep 2018",603831
"Neighborhood 1",1396,1,0,"Sep 2018",504907
"Neighborhood 1",1517,2,0,"Sep 2018",655003
"Neighborhood 2",2484,2,0,"Sep 2018",658108
"Neighborhood 2",2193,2,1,"Sep 2018",728178
"Neighborhood 1",1555,1,0,"Sep 2018",607642
"Neighborhood 1",1363,1,0,"Sep 2018",369998
"Neighborhood 2",2435,1,1,"Sep 2018",722153
"Neighborhood 1",1902,1,0,"Sep 2018",536953
"Neighborhood 1",1814,1,0,"Sep 2018",455227
"Neighborhood 1",1364,1,0,"Sep 2018",605462
"Neighborhood 1",1689,1,0,"Sep 2018",486464
"Neighborhood 1",1654,1,1,"Sep 2018",416377
"Neighborhood 2",2610,2,0,"Sep 2018",499278
"Neighborhood 1",2068,1,0,"Sep 2018",579051
"Neighborhood 2",2222,4,0,"Sep 2018",482904
"Neighborhood 1",1604,1,0,"Sep 2018",415090
"Neighborhood 1",1949,1,0,"Sep 2018",270753
"Neighborhood 1",1524,1,0,"Sep 2018",574128
"Neighborhood 1",2010,1,0,"Sep 2018",490503
"Neighborhood 1",1458,2,0,"Sep 2018",435071
"Neighborhood 2",2782,2,1,"Sep 2018",644682
"Neighborhood 2",2252,2,0,"Sep 2018",666101
"Neighborhood 1",1492,1,0,"Sep 2018",440615
"Neighborhood 1",1982,1,1,"Sep 2018",388232
"Neighborhood 1",1834,1,0,"Sep 2018",601879
"Neighborhood 2",2405,2,0,"Sep 2018",713838
"Neighborhood 1",1759,3,0,"Sep 2018",348101
"Neighborhood 1",1448,1,0,"Sep 2018",433318
"Neighborhood 1",1810,1,0,"Sep 2018",311366
"Neighborhood 1",1520,1,0,"Sep 2018",411972
"Neighborhood 2",2449,2,0,"Sep 2018",536198
"Neighborhood 1",1519,1,0,"Sep 2018",630262
"Neighborhood 1",1364,1,0,"Sep 2018",443324
"Neighborhood 2",2490,2,0,"Sep 2018",581548
"Neighborhood 2",2541,2,0,"Sep 2018",637740
"Neighborhood 1",1477,1,0,"Sep 2018",568137
"Neighborhood 2",2666,2,0,"Sep 2018",578293
"Neighborhood 2",2705,2,0,"Sep 2018",520152
"Neighborhood 2",2534,3,0,"Sep 2018",722920
"Neighborhood 2",2516,3,0,"Sep 2018",568201
"Neighborhood 2",2571,3,1,"Sep 2018",588302
"Neighborhood 1",1854,3,0,"Sep 2018",538716
"Neighborhood 1",2125,1,0,"Sep 2018",491222
"Neighborhood 1",1515,1,0,"Sep 2018",538923
"Neighborhood 1",1738,1,0,"Sep 2018",385902
"Neighborhood 1",1531,2,0,"Sep 2018",544248
"Neighborhood 1",1505,1,0,"Sep 2018",454250
"Neighborhood 1",1462,1,0,"Sep 2018",704263
"Neighborhood 2",2472,2,0,"Sep 2018",717806
"Neighborhood 1",1609,1,0,"Sep 2018",471520
"Neighborhood 2",2439,2,1,"Sep 2018",515202
"Neighborhood 1",1511,1,0,"Sep 2018",588995
"Neighborhood 1",1725,1,0,"Sep 2018",700342
"Neighborhood 1",1817,1,0,"Sep 2018",384852
"Neighborhood 2",2356,3,0,"Sep 2018",802955
"Neighborhood 1",1612,1,0,"Sep 2018",453566
"Neighborhood 1",1665,1,0,"Sep 2018",385128
"Neighborhood 1",1958,1,0,"Sep 2018",750971
"Neighborhood 1",1630,1,0,"Sep 2018",579659
"Neighborhood 1",1675,1,0,"Sep 2018",276805
"Neighborhood 2",2275,2,0,"Sep 2018",579865
"Neighborhood 2",2564,2,0,"Sep 2018",673473
"Neighborhood 1",1843,1,0,"Sep 2018",619635
"Neighborhood 2",2231,2,0,"Sep 2018",592141
"Neighborhood 2",2646,2,0,"Sep 2018",761507
"Neighborhood 2",2719,2,1,"Sep 2018",487394
"Neighborhood 1",1788,1,0,"Sep 2018",363029
"Neighborhood 2",2520,2,0,"Sep 2018",581099
"Neighborhood 1",1656,1,0,"Sep 2018",301162
"Neighborhood 1",1842,1,0,"Sep 2018",612616
"Neighborhood 1",1427,1,0,"Sep 2018",623385
"Neighborhood 2",2247,2,0,"Sep 2018",763450
"Neighborhood 2",2251,2,0,"Sep 2018",518112
"Neighborhood 2",2284,2,0,"Sep 2018",410231
"Neighborhood 1",1596,1,0,"Sep 2018",540380
"Neighborhood 2",2215,3,0,"Sep 2018",356016
"Neighborhood 1",1748,1,0,"Sep 2018",487137
"Neighborhood 1",1865,1,0,"Sep 2018",270570
"Neighborhood 1",1795,1,0,"Sep 2018",444460
"Neighborhood 1",2037,2,0,"Sep 2018",627304
"Neighborhood 2",2628,2,0,"Sep 2018",651460
"Neighborhood 1",1818,1,0,"Sep 2018",547528
"Neighborhood 1",1810,1,0,"Sep 2018",620769
"Neighborhood 2",2800,3,0,"Sep 2018",533183
"Neighborhood 1",1499,2,0,"Sep 2018",566243
"Neighborhood 1",1437,2,0,"Sep 2018",583669
"Neighborhood 1",1689,1,0,"Sep 2018",379435
"Neighborhood 2",2614,2,0,"Sep 2018",684737
"Neighborhood 2",2248,1,0,"Sep 2018",529077
"Neighborhood 1",1695,2,0,"Sep 2018",476495
"Neighborhood 1",1487,1,0,"Sep 2018",458235
"Neighborhood 1",1268,2,0,"Sep 2018",533489
"Neighborhood 1",1828,1,0,"Sep 2018",319538
"Neighborhood 1",1287,2,0,"Sep 2018",400288
"Neighborhood 1",2216,2,0,"Sep 2018",359131
"Neighborhood 1",1472,1,0,"Sep 2018",504344
"Neighborhood 2",2319,2,0,"Sep 2018",644081
"Neighborhood 1",1535,1,1,"Sep 2018",631244
"Neighborhood 2",2411,2,0,"Sep 2018",675343
"Neighborhood 1",1776,1,0,"Sep 2018",516856
"Neighborhood 2",2525,1,0,"Sep 2018",598137
"Neighborhood 1",2105,1,0,"Sep 2018",319498
"Neighborhood 2",2547,2,0,"Sep 2018",734998
"Neighborhood 2",2112,2,1,"Sep 2018",431915
"Neighborhood 1",1908,1,0,"Sep 2018",315911
"Neighborhood 2",2821,2,0,"Sep 2018",643171
"Neighborhood 1",1348,2,0,"Sep 2018",650526
"Neighborhood 1",1613,1,0,"Sep 2018",650580
"Neighborhood 1",1588,1,0,"Sep 2018",559143
"Neighborhood 1",1866,2,1,"Sep 2018",522399
"Neighborhood 1",1776,1,0,"Sep 2018",605360
"Neighborhood 2",2800,2,0,"Sep 2018",563466
"Neighborhood 1",1872,1,0,"Sep 2018",549683
"Neighborhood 1",1482,1,0,"Sep 2018",280898
"Neighborhood 2",2272,2,0,"Sep 2018",846984
"Neighborhood 2",2358,2,0,"Sep 2018",726484
"Neighborhood 1",1591,1,0,"Sep 2018",334122
"Neighborhood 2",2547,2,0,"Sep 2018",530903
"Neighborhood 2",2650,2,1,"Sep 2018",564815
"Neighborhood 2",2474,2,0,"Sep 2018",636753
"Neighborhood 1",1828,2,0,"Sep 2018",454867
"Neighborhood 2",2625,3,0,"Sep 2018",642663
"Neighborhood 2",2762,3,0,"Sep 2018",638513
"Neighborhood 1",1697,1,0,"Sep 2018",702578
"Neighborhood 2",2032,2,1,"Sep 2018",549012
"Neighborhood 1",1581,1,1,"Sep 2018",531988
"Neighborhood 1",2080,1,0,"Sep 2018",585089
"Neighborhood 1",1346,1,0,"Sep 2018",422615
"Neighborhood 1",1464,1,0,"Sep 2018",444749
"Neighborhood 1",1698,1,0,"Sep 2018",589910
"Neighborhood 1",1730,1,0,"Sep 2018",455518
"Neighborhood 2",2386,2,0,"Sep 2018",689118
"Neighborhood 2",2229,2,0,"Sep 2018",435865
"Neighborhood 2",2503,2,1,"Sep 2018",593085
"Neighborhood 2",2368,2,0,"Sep 2018",614676
"Neighborhood 2",2412,2,0,"Sep 2018",732664
"Neighborhood 2",2570,2,0,"Sep 2018",467132
"Neighborhood 1",1998,1,0,"Sep 2018",330805
"Neighborhood 1",1510,1,0,"Sep 2018",638790
"Neighborhood 2",2218,2,0,"Sep 2018",735950
"Neighborhood 2",2216,1,0,"Sep 2018",364598
"Neighborhood 2",2507,3,0,"Sep 2018",593153
"Neighborhood 1",1924,1,0,"Sep 2018",352526
"Neighborhood 1",1631,1,0,"Sep 2018",617611
"Neighborhood 2",2785,2,0,"Sep 2018",745413
"Neighborhood 2",2586,2,1,"Sep 2018",520883
"Neighborhood 1",1808,1,0,"Sep 2018",425175
"Neighborhood 1",1440,1,0,"Sep 2018",582228
"Neighborhood 1",2014,2,0,"Sep 2018",404338
"Neighborhood 1",1477,1,0,"Sep 2018",372036
"Neighborhood 1",1690,1,0,"Sep 2018",526350
"Neighborhood 2",2271,2,0,"Sep 2018",584009
"Neighborhood 1",1675,1,0,"Sep 2018",426027
"Neighborhood 1",1525,1,0,"Sep 2018",642122
"Neighborhood 1",1932,1,0,"Sep 2018",572155
"Neighborhood 1",1816,1,0,"Sep 2018",645004
"Neighborhood 1",1905,1,0,"Sep 2018",560606
"Neighborhood 1",1591,1,0,"Sep 2018",487489
"Neighborhood 2",2485,2,0,"Sep 2018",607787
"Neighborhood 1",1694,1,0,"Sep 2018",641262
"Neighborhood 1",1890,1,0,"Sep 2018",392163
"Neighborhood 2",2412,2,0,"Sep 2018",550081
"Neighborhood 1",1708,1,0,"Sep 2018",292286
"Neighborhood 2",2470,2,0,"Sep 2018",631906
"Neighborhood 1",1652,1,0,"Sep 2018",533517
"Neighborhood 1",1340,1,0,"Sep 2018",633125
"Neighborhood 2",2820,3,0,"Sep 2018",847465
"Neighborhood 1",1764,1,0,"Sep 2018",599758
"Neighborhood 1",1662,1,0,"Sep 2018",552369
"Neighborhood 2",2902,2,0,"Sep 2018",685869
"Neighborhood 1",1770,1,0,"Sep 2018",583794
"Neighborhood 1",1783,1,0,"Sep 2018",640755
"Neighborhood 1",1649,1,0,"Sep 2018",440970
"Neighborhood 2",2126,2,0,"Sep 2018",649016
"Neighborhood 1",2201,1,0,"Sep 2018",692306
"Neighborhood 1",1486,1,1,"Sep 2018",571392
"Neighborhood 2",2283,2,0,"Sep 2018",473778
"Neighborhood 1",1497,1,0,"Sep 2018",716249
"Neighborhood 2",2463,2,0,"Sep 2018",531413
"Neighborhood 1",1870,1,0,"Sep 2018",463481
"Neighborhood 2",2236,1,0,"Sep 2018",385524
"Neighborhood 1",1731,1,0,"Sep 2018",506603
"Neighborhood 1",1802,1,0,"Sep 2018",512440
"Neighborhood 2",2136,2,0,"Sep 2018",550985
"Neighborhood 1",1749,1,0,"Sep 2018",565146
"Neighborhood 2",2100,3,0,"Sep 2018",559173
"Neighborhood 2",2513,2,0,"Sep 2018",686661
"Neighborhood 1",2049,1,0,"Sep 2018",336535
"Neighborhood 1",1439,1,0,"Sep 2018",369211
"Neighborhood 1",1957,1,0,"Sep 2018",395626
"Neighborhood 2",2383,2,0,"Sep 2018",422386
"Neighborhood 1",1538,1,0,"Sep 2018",551939
"Neighborhood 2",2016,2,0,"Sep 2018",657362
"Neighborhood 1",1774,2,0,"Sep 2018",598936
"Neighborhood 1",1570,1,0,"Sep 2018",389352
"Neighborhood 1",1673,1,0,"Sep 2018",283414
"Neighborhood 1",1358,1,0,"Sep 2018",392860
"Neighborhood 2",2392,3,0,"Sep 2018",508749
"Neighborhood 1",1457,1,0,"Sep 2018",467308
"Neighborhood 2",2411,4,0,"Sep 2018",597143
"Neighborhood 2",2299,2,0,"Sep 2018",642029
"Neighborhood 2",2441,2,0,"Sep 2018",704871
"Neighborhood 1",1549,1,0,"Sep 2018",313126
"Neighborhood 1",1872,2,1,"Sep 2018",464773
"Neighborhood 1",1759,1,0,"Sep 2018",385182
"Neighborhood 1",1317,1,1,"Sep 2018",423755
"Neighborhood 2",2161,2,1,"Sep 2018",506263
"Neighborhood 1",1982,3,0,"Sep 2018",653100
"Neighborhood 2",2215,2,0,"Sep 2018",765492
"Neighborhood 1",1637,1,0,"Sep 2018",488120
"Neighborhood 1",1762,1,0,"Sep 2018",480831
"Neighborhood 1",1611,1,0,"Sep 2018",777990
"Neighborhood 1",1981,1,0,"Sep 2018",433180
"Neighborhood 1",1527,2,0,"Sep 2018",253571
"Neighborhood 1",1500,1,0,"Sep 2018",519272
"Neighborhood 1",1320,1,0,"Sep 2018",362091
"Neighborhood 1",1560,1,0,"Sep 2018",549875
"Neighborhood 1",1773,1,0,"Sep 2018",667024
"Neighborhood 1",1372,2,0,"Sep 2018",467389
"Neighborhood 1",2001,2,0,"Sep 2018",481960
"Neighborhood 2",2919,2,0,"Sep 2018",566788
"Neighborhood 1",1755,2,0,"Sep 2018",466014
"Neighborhood 1",1407,2,0,"Sep 2018",588002
"Neighborhood 1",1845,2,0,"Sep 2018",504622
"Neighborhood 1",1516,1,0,"Sep 2018",390024
"Neighborhood 2",2468,2,1,"Sep 2018",616695
"Neighborhood 1",1642,1,0,"Sep 2018",618172
"Neighborhood 2",2535,2,1,"Sep 2018",859700
"Neighborhood 2",2412,2,1,"Sep 2018",532154
"Neighborhood 2",2465,2,1,"Sep 2018",537860
"Neighborhood 1",1759,1,0,"Sep 2018",410378
"Neighborhood 2",2251,4,0,"Sep 2018",436675
"Neighborhood 1",1432,1,0,"Sep 2018",397413
"Neighborhood 1",2042,1,0,"Sep 2018",424306
"Neighborhood 2",2246,1,1,"Sep 2018",618752
"Neighborhood 2",2364,4,0,"Sep 2018",555704
"Neighborhood 1",1511,1,0,"Sep 2018",379685
"Neighborhood 1",1634,1,0,"Sep 2018",469153
"Neighborhood 2",2170,2,0,"Sep 2018",804854
"Neighborhood 1",1852,1,0,"Sep 2018",455631
"Neighborhood 2",2157,2,0,"Sep 2018",628802
"Neighborhood 1",1594,1,0,"Sep 2018",361400
"Neighborhood 1",1644,1,0,"Sep 2018",521403
"Neighborhood 2",2421,2,0,"Sep 2018",766763
"Neighborhood 1",1782,1,0,"Sep 2018",598125
"Neighborhood 1",1890,1,0,"Sep 2018",446324
"Neighborhood 2",2281,2,0,"Sep 2018",556394
"Neighborhood 1",1772,1,0,"Sep 2018",469607
"Neighborhood 2",2405,3,1,"Sep 2018",547789
"Neighborhood 2",2354,2,0,"Sep 2018",774657
"Neighborhood 2",2576,2,1,"Sep 2018",707886
"Neighborhood 1",1449,1,0,"Sep 2018",698509
"Neighborhood 2",2261,1,0,"Sep 2018",755864
"Neighborhood 1",1726,1,0,"Sep 2018",619313
"Neighborhood 2",2622,2,0,"Sep 2018",545669
"Neighborhood 2",2449,3,1,"Sep 2018",629376
"Neighborhood 1",1876,2,0,"Sep 2018",586678
"Neighborhood 2",2201,2,0,"Sep 2018",711921
"Neighborhood 1",1912,1,0,"Sep 2018",464662
"Neighborhood 1",1710,1,0,"Sep 2018",367719
"Neighborhood 1",2064,1,0,"Sep 2018",310513
"Neighborhood 1",1762,1,0,"Sep 2018",450300
"Neighborhood 2",2661,3,0,"Sep 2018",627442
"Neighborhood 1",1969,1,0,"Sep 2018",489388
"Neighborhood 1",1824,1,0,"Sep 2018",547226
"Neighborhood 1",1761,1,0,"Sep 2018",472958
"Neighborhood 1",1573,2,0,"Sep 2018",633769
"Neighborhood 2",2629,2,0,"Sep 2018",682087
"Neighborhood 2",2130,2,0,"Sep 2018",856569
"Neighborhood 1",1830,1,0,"Sep 2018",537266
"Neighborhood 1",1501,1,0,"Sep 2018",318794
"Neighborhood 1",1768,1,0,"Sep 2018",536369
"Neighborhood 2",2482,2,0,"Sep 2018",415835
"Neighborhood 1",1530,1,0,"Sep 2018",250011
"Neighborhood 2",2190,2,1,"Sep 2018",494807
"Neighborhood 1",1603,1,0,"Sep 2018",517782
"Neighborhood 1",1668,1,0,"Sep 2018",548094
"Neighborhood 1",1872,1,0,"Sep 2018",386960
"Neighborhood 1",1453,1,0,"Sep 2018",773386
"Neighborhood 2",2392,2,0,"Sep 2018",805937
"Neighborhood 1",1719,1,0,"Sep 2018",369841
"Neighborhood 2",2366,2,0,"Sep 2018",637455
"Neighborhood 1",1455,1,0,"Sep 2018",437313
"Neighborhood 2",2781,2,1,"Sep 2018",727483
"Neighborhood 1",2070,1,0,"Sep 2018",420695
"Neighborhood 1",1860,1,0,"Sep 2018",492033
"Neighborhood 1",1745,1,0,"Sep 2018",384866
"Neighborhood 1",1623,1,0,"Sep 2018",369579
"Neighborhood 2",2327,2,0,"Sep 2018",504697
"Neighborhood 1",1486,2,0,"Sep 2018",434256
"Neighborhood 2",2106,2,0,"Sep 2018",622105
"Neighborhood 1",1749,1,0,"Sep 2018",500318
"Neighborhood 1",1598,1,0,"Sep 2018",391435
"Neighborhood 2",2491,2,0,"Sep 2018",496367
"Neighborhood 1",1674,2,0,"Sep 2018",434362
"Neighborhood 2",2122,2,0,"Sep 2018",576592
"Neighborhood 2",2636,2,0,"Sep 2018",581742
"Neighborhood 2",2426,4,0,"Sep 2018",434372
"Neighborhood 1",1938,1,0,"Sep 2018",470306
"Neighborhood 1",2016,1,0,"Sep 2018",394791
"Neighborhood 2",2140,2,0,"Sep 2018",468086
"Neighborhood 2",2246,2,1,"Sep 2018",598750
"Neighborhood 1",1635,1,0,"Sep 2018",449049
"Neighborhood 1",1431,1,1,"Sep 2018",639618
"Neighborhood 1",1741,2,0,"Sep 2018",587473
"Neighborhood 2",2320,3,0,"Sep 2018",546077
"Neighborhood 1",1914,1,0,"Sep 2018",555429
"Neighborhood 2",2331,2,0,"Sep 2018",381416
"Neighborhood 1",1426,1,0,"Sep 2018",717367
"Neighborhood 2",2063,2,0,"Sep 2018",525235
"Neighborhood 1",1590,1,0,"Sep 2018",690725
"Neighborhood 1",1602,1,0,"Sep 2018",392226
"Neighborhood 1",1384,2,0,"Sep 2018",599545
"Neighborhood 2",2481,2,0,"Sep 2018",643778
"Neighborhood 1",1396,2,0,"Sep 2018",508576
"Neighborhood 2",2135,2,0,"Sep 2018",581526
"Neighborhood 1",1812,1,0,"Sep 2018",695962
"Neighborhood 1",1513,1,0,"Sep 2018",502320
"Neighborhood 1",1492,1,0,"Sep 2018",472336
"Neighborhood 1",1608,1,0,"Sep 2018",533553
"Neighborhood 1",1783,1,0,"Sep 2018",394280
"Neighborhood 1",1874,1,0,"Sep 2018",725988
"Neighborhood 1",1347,1,0,"Sep 2018",581687
"Neighborhood 2",2651,2,0,"Sep 2018",616369
"Neighborhood 1",1569,1,1,"Sep 2018",668357
"Neighborhood 1",2187,1,0,"Sep 2018",604727
"Neighborhood 1",1822,1,0,"Sep 2018",669617
"Neighborhood 2",2678,2,0,"Sep 2018",752478
"Neighborhood 1",1391,1,0,"Sep 2018",511792
"Neighborhood 1",1667,1,0,"Sep 2018",547564
"Neighborhood 1",2172,1,0,"Sep 2018",490401
"Neighborhood 1",1808,1,0,"Sep 2018",474817
"Neighborhood 1",1712,1,0,"Sep 2018",546136
"Neighborhood 2",2246,2,0,"Sep 2018",673914
"Neighborhood 2",2242,2,0,"Sep 2018",614666
"Neighborhood 1",1686,1,0,"Sep 2018",669102
"Neighborhood 1",1557,1,1,"Sep 2018",483531
"Neighborhood 1",1598,1,0,"Sep 2018",528187
"Neighborhood 2",2509,2,1,"Sep 2018",446069
"Neighborhood 1",1957,1,0,"Sep 2018",454006
"Neighborhood 1",1756,2,0,"Sep 2018",474670
"Neighborhood 1",1756,2,0,"Sep 2018",362091
"Neighborhood 1",1207,1,0,"Sep 2018",633555
"Neighborhood 1",1726,2,0,"Sep 2018",408259
"Neighborhood 2",2207,2,1,"Sep 2018",754941
"Neighborhood 1",1421,1,0,"Sep 2018",373147
