"neighborhood","area","bedrooms","pool","date","price"
"Neighborhood 1",1678,1,0,"Sep 2018",637701
"Neighborhood 2",2485,2,0,"Sep 2018",581111
"Neighborhood 1",1671,1,0,"Sep 2018",747449
"Neighborhood 1",2061,1,0,"Sep 2018",313587
"Neighborhood 2",2667,2,0,"Sep 2018",630044
"Neighborhood 1",1763,1,0,"Sep 2018",580149
"Neighborhood 2",2037,2,0,"Sep 2018",795217
"Neighborhood 2",2343,2,0,"Sep 2018",609159
"Neighborhood 1",1724,1,0,"Sep 2018",480869
"Neighborhood 1",1545,1,0,"Sep 2018",701238
"Neighborhood 2",2371,4,0,"Sep 2018",687510
"Neighborhood 1",1594,1,0,"Sep 2018",535210
"Neighborhood 2",2050,2,0,"Sep 2018",587969
"Neighborhood 1",1898,2,0,"Sep 2018",629595
"Neighborhood 1",1624,1,0,"Sep 2018",669238
"Neighborhood 1",1955,2,0,"Sep 2018",481443
"Neighborhood 2",2214,2,0,"Sep 2018",551805
"Neighborhood 1",1620,1,0,"Sep 2018",713789
"Neighborhood 1",1577,1,0,"Sep 2018",412037
"Neighborhood 2",2311,2,0,"Sep 2018",651140
"Neighborhood 1",1859,3,0,"Sep 2018",486301
"Neighborhood 1",1459,1,0,"Sep 2018",382560
"Neighborhood 1",1838,1,0,"Sep 2018",513482
"Neighborhood 1",1863,1,0,"Sep 2018",462356
"Neighborhood 1",1874,1,0,"Sep 2018",618477
"Neighborhood 1",2002,2,0,"Sep 2018",660184
"Neighborhood 1",1893,1,0,"Sep 2018",562467
"Neighborhood 1",1924,1,0,"Sep 2018",666340
"Neighborhood 2",2347,2,0,"Sep 2018",463500
"Neighborhood 2",2236,2,0,"Sep 2018",730374
"Neighborhood 1",1782,1,0,"Sep 2018",546736
"Neighborhood 1",1823,1,0,"Sep 2018",382034
"Neighborhood 1",1841,2,0,"Sep 2018",505964
"Neighborhood 1",1846,1,0,"Sep 2018",306490
"Neighborhood 2",2457,2,0,"Sep 2018",688049
"Neighborhood 1",1999,1,0,"Sep 2018",687655
"Neighborhood 1",1543,1,0,"Sep 2018",595335
"Neighborhood 1",1706,1,0,"Sep 2018",755559
"Neighborhood 2",2409,2,0,"Sep 2018",501775
"Neighborhood 2",2375,2,1,"Sep 2018",653738
"Neighborhood 2",2509,3,0,"Sep 2018",650879
"Neighborhood 2",2558,2,0,"Sep 2018",359031
"Neighborhood 1",1495,1,0,"Sep 2018",528423
"Neighborhood 1",1824,1,0,"Sep 2018",423653
"Neighborhood 1",1410,3,0,"Sep 2018",674325
"Neighborhood 2",2599,3,0,"Sep 2018",630394
"Neighborhood 1",1635,1,0,"Sep 2018",454686
"Neighborhood 2",2561,2,1,"Sep 2018",768594
"Neighborhood 2",2590,3,0,"Sep 2018",700900
"Neighborhood 1",1589,1,0,"Sep 2018",652859
"Neighborhood 2",2632,2,1,"Sep 2018",607461
"Neighborhood 2",2172,3,0,"Sep 2018",577987
"Neighborhood 2",2868,2,0,"Sep 2018",405759
"Neighborhood 2",2572,2,0,"Sep 2018",684208
"Neighborhood 1",1561,1,0,"Sep 2018",345884
"Neighborhood 1",1781,1,0,"Sep 2018",344609
"Neighborhood 1",1787,2,0,"Sep 2018",565243
"Neighborhood 1",1769,1,0,"Sep 2018",485582
"Neighborhood 2",2188,2,0,"Sep 2018",592391
"Neighborhood 1",1921,1,0,"Sep 2018",673894
"Neighborhood 1",1306,1,0,"Sep 2018",667483
"Neighborhood 2",2704,2,1,"Sep 2018",541078
"Neighborhood 2",2282,3,1,"Sep 2018",770699
"Neighborhood 1",1827,1,0,"Sep 2018",590862
"Neighborhood 2",2199,2,0,"Sep 2018",503045
"Neighborhood 1",1584,1,0,"Sep 2018",370570
"Neighborhood 2",2241,1,0,"Sep 2018",541834
"Neighborhood 1",1790,1,0,"Sep 2018",549827
"Neighborhood 1",1759,1,0,"Sep 2018",479230
"Neighborhood 1",1628,2,0,"Sep 2018",236215
"Neighborhood 2",2433,2,0,"Sep 2018",633172
"Neighborhood 2",2192,2,0,"Sep 2018",542714
"Neighborhood 1",1674,1,0,"Sep 2018",562435
"Neighborhood 1",1547,1,0,"Sep 2018",669877
"Neighborhood 1",1839,1,0,"Sep 2018",453456
"Neighborhood 2",2486,2,0,"Sep 2018",573987
"Neighborhood 2",2462,3,0,"Sep 2018",807010
"Neighborhood 2",2670,2,0,"Sep 2018",671601
"Neighborhood 1",1707,1,0,"Sep 2018",297250
"Neighborhood 1",1859,1,0,"Sep 2018",567256
"Neighborhood 1",1640,1,0,"Sep 2018",380752
"Neighborhood 1",1885,1,0,"Sep 2018",511791
"Neighborhood 1",1294,1,0,"Sep 2018",588864
"Neighborhood 2",2460,3,1,"Sep 2018",651072
"Neighborhood 1",1774,1,0,"Sep 2018",597042
"Neighborhood 2",2263,2,1,"Sep 2018",686939
"Neighborhood 2",2356,2,0,"Sep 2018",565045
"Neighborhood 2",2419,2,0,"Sep 2018",562898
"Neighborhood 1",1521,1,0,"Sep 2018",582702
"Neighborhood 1",2051,1,0,"Sep 2018",338840
"Neighborhood 1",1481,1,0,"Sep 2018",762574
"Neighborhood 2",2350,2,0,"Sep 2018",529165
"Neighborhood 1",1736,3,0,"Sep 2018",553970
"Neighborhood 1",1638,2,0,"Sep 2018",522358
"Neighborhood 1",1872,1,0,"Sep 2018",693093
"Neighborhood 1",1891,1,0,"Sep 2018",525375
"Neighborhood 2",2300,2,0,"Sep 2018",747614
"Neighborhood 2",2742,2,1,"Sep 2018",625790
"Neighborhood 1",1773,3,0,"Sep 2018",408865
"Neighborhood 1",1773,1,0,"Sep 2018",693577
"Neighborhood 1",2260,1,0,"Sep 2018",460396
"Neighborhood 1",1789,1,0,"Sep 2018",408998
"Neighborhood 2",2549,2,1,"Sep 2018",550624
"Neighborhood 1",1764,1,0,"Sep 2018",511670
"Neighborhood 1",1523,1,0,"Sep 2018",452103
"Neighborhood 2",2300,2,0,"Sep 2018",735648
"Neighborhood 1",1688,1,0,"Sep 2018",488200
"Neighborhood 2",2184,2,1,"Sep 2018",684530
"Neighborhood 2",2549,3,0,"Sep 2018",855390
"Neighborhood 2",2376,3,1,"Sep 2018",621285
"Neighborhood 2",2877,2,0,"Sep 2018",695610
"Neighborhood 2",2350,3,1,"Sep 2018",775570
"Neighborhood 1",1407,1,0,"Sep 2018",596336
"Neighborhood 2",2437,2,0,"Sep 2018",763021
"Neighborhood 2",2417,2,1,"Sep 2018",430759
"Neighborhood 2",2724,3,0,"Sep 2018",596491
"Neighborhood 1",1806,1,0,"Sep 2018",682525
"Neighborhood 2",2197,2,1,"Sep 2018",647356
"Neighborhood 1",1746,1,0,"Sep 2018",578132
"Neighborhood 1",1472,1,0,"Sep 2018",595259
"Neighborhood 1",1609,2,0,"Sep 2018",355151
"Neighborhood 2",2337,2,0,"Sep 2018",555285
"Neighborhood 1",1614,1,0,"Sep 2018",361509
"Neighborhood 1",1560,1,0,"Sep 2018",384409
"Neighborhood 1",1363,1,0,"Sep 2018",580485
"Neighborhood 1",1478,1,0,"Sep 2018",525487
"Neighborhood 2",2382,2,0,"Sep 2018",659513
"Neighborhood 1",1753,2,0,"Sep 2018",436206
"Neighborhood 1",1358,1,0,"Sep 2018",413483
"Neighborhood 2",2405,2,0,"Sep 2018",478085
"Neighborhood 1",1879,1,0,"Sep 2018",379278
"Neighborhood 1",1408,1,0,"Sep 2018",406393
"Neighborhood 1",1860,1,0,"Sep 2018",594393
"Neighborhood 2",2127,2,0,"Sep 2018",563270
"Neighborhood 1",1223,1,0,"Sep 2018",731527
"Neighborhood 1",1749,1,0,"Sep 2018",542246
"Neighborhood 1",1539,1,0,"Sep 2018",641145
"Neighborhood 1",1623,1,0,"Sep 2018",260069
"Neighborhood 1",1613,1,0,"Sep 2018",639479
"Neighborhood 1",1949,1,0,"Sep 2018",470153
"Neighborhood 2",2484,2,0,"Sep 2018",525826
"Neighborhood 1",1745,1,0,"Sep 2018",592267
"Neighborhood 2",2359,3,1,"Sep 2018",603501
"Neighborhood 2",2410,2,0,"Sep 2018",619445
"Neighborhood 1",1576,1,0,"Sep 2018",684649
"Neighborhood 1",1858,1,0,"Sep 2018",443009
"Neighborhood 2",2439,2,0,"Sep 2018",476877
"Neighborhood 2",2305,3,0,"Sep 2018",440777
"Neighborhood 1",1696,3,0,"Sep 2018",377153
"Neighborhood 1",1546,1,0,"Sep 2018",510793
"Neighborhood 2",2602,1,1,"Sep 2018",647023
"Neighborhood 1",1791,1,0,"Sep 2018",692854
"Neighborhood 1",1479,1,0,"Sep 2018",251492
"Neighborhood 1",1770,1,0,"Sep 2018",524485
"Neighborhood 1",1340,1,0,"Sep 2018",325078
"Neighborhood 1",1703,1,0,"Sep 2018",362004
"Neighborhood 1",1670,1,0,"Sep 2018",563448
"Neighborhood 2",2470,2,0,"Sep 2018",574593
"Neighborhood 1",1607,1,0,"Sep 2018",450341
"Neighborhood 1",1315,1,0,"Sep 2018",781824
"Neighborhood 1",1621,2,0,"Sep 2018",432154
"Neighborhood 1",1878,1,0,"Sep 2018",417207
"Neighborhood 2",2255,2,0,"Sep 2018",815416
"Neighborhood 1",1659,1,0,"Sep 2018",695548
"Neighborhood 1",1931,2,0,"Sep 2018",797547
"Neighborhood 1",1578,3,0,"Sep 2018",561350
"Neighborhood 1",1449,1,0,"Sep 2018",458523
"Neighborhood 1",1668,1,0,"Sep 2018",417282
"Neighborhood 1",1660,1,0,"Sep 2018",703349
"Neighborhood 2",2216,2,0,"Sep 2018",629248
"Neighborhood 1",1882,2,0,"Sep 2018",406083
"Neighborhood 2",2349,2,0,"Sep 2018",475363
"Neighborhood 1",1872,1,0,"Sep 2018",657940
"Neighborhood 1",1846,1,0,"Sep 2018",477933
"Neighborhood 1",1642,1,0,"Sep 2018",742956
"Neighborhood 2",2238,3,1,"Sep 2018",635592
"Neighborhood 2",2381,2,0,"Sep 2018",609262
"Neighborhood 1",2179,1,0,"Sep 2018",593649
"Neighborhood 2",2232,2,0,"Sep 2018",637773
"Neighborhood 2",2758,2,0,"Sep 2018",739967
"Neighborhood 1",1703,3,0,"Sep 2018",617217
"Neighborhood 2",2580,2,0,"Sep 2018",808237
"Neighborhood 1",1512,3,0,"Sep 2018",417792
"Neighborhood 2",2222,2,0,"Sep 2018",704353
"Neighborhood 2",2508,2,0,"Sep 2018",590444
"Neighborhood 1",1751,1,0,"Sep 2018",476722
"Neighborhood 2",2360,2,1,"Sep 2018",672798
"Neighborhood 2",2327,2,1,"Sep 2018",713465
"Neighborhood 2",2601,2,1,"Sep 2018",878293
"Neighborhood 1",2146,1,0,"Sep 2018",645600
"Neighborhood 1",1701,1,0,"Sep 2018",473006
"Neighborhood 2",2368,2,0,"Sep 2018",597633
"Neighborhood 2",2434,2,0,"Sep 2018",540761
"Neighborhood 1",1524,1,0,"Sep 2018",487546
"Neighborhood 1",1758,1,0,"Sep 2018",445892
"Neighborhood 2",2154,2,0,"Sep 2018",698284
"Neighborhood 2",2738,3,0,"Sep 2018",565599
"Neighborhood 1",1555,3,0,"Sep 2018",389215
"Neighborhood 1",1391,1,0,"Sep 2018",587870
"Neighborhood 2",2290,2,1,"Sep 2018",684035
"Neighborhood 1",1468,1,0,"Sep 2018",451407
"Neighborhood 2",2283,2,1,"Sep 2018",499699
"Neighborhood 1",1982,2,0,"Sep 2018",581953
"Neighborhood 1",1966,3,0,"Sep 2018",391966
"Neighborhood 1",1441,2,1,"Sep 2018",430195
"Neighborhood 1",1713,2,1,"Sep 2018",595884
"Neighborhood 2",2365,1,0,"Sep 2018",849283
"Neighborhood 2",2481,2,1,"Sep 2018",651614
"Neighborhood 1",1864,1,0,"Sep 2018",432351
"Neighborhood 2",2522,2,0,"Sep 2018",652867
"Neighborhood 1",1600,1,0,"Sep 2018",537921
"Neighborhood 1",1503,1,0,"Sep 2018",557987
"Neighborhood 2",2722,2,0,"Sep 2018",567476
"Neighborhood 1",1803,1,0,"Sep 2018",467413
"Neighborhood 1",1506,1,0,"Sep 2018",534948
"Neighborhood 1",1490,1,1,"Sep 2018",479345
"Neighborhood 2",2484,4,0,"Sep 2018",719290
"Neighborhood 1",1818,1,0,"Sep 2018",422831
"Neighborhood 2",2527,1,1,"Sep 2018",492993
"Neighborhood 2",2313,2,0,"Sep 2018",690155
"Neighborhood 2",2368,2,0,"Sep 2018",583452
"Neighborhood 2",2235,2,0,"Sep 2018",649989
"Neighborhood 1",1898,1,0,"Sep 2018",355169
"Neighborhood 1",1484,1,0,"Sep 2018",540833
"Neighborhood 1",1305,1,0,"Sep 2018",736070
"Neighborhood 1",1616,1,0,"Sep 2018",531324
"Neighborhood 2",2275,4,0,"Sep 2018",656467
"Neighborhood 1",1898,1,0,"Sep 2018",718055
"Neighborhood 2",2009,2,0,"Sep 2018",578693
"Neighborhood 1",1552,1,0,"Sep 2018",352993
"Neighborhood 1",1583,1,0,"Sep 2018",465193
"Neighborhood 1",1603,1,0,"Sep 2018",562968
"Neighborhood 2",2540,3,0,"Sep 2018",655026
"Neighborhood 2",2476,2,0,"Sep 2018",858938
"Neighborhood 1",1743,1,0,"Sep 2018",513098
"Neighborhood 2",2638,2,0,"Sep 2018",681458
"Neighborhood 2",2338,1,0,"Sep 2018",510709
"Neighborhood 1",1852,2,0,"Sep 2018",486034
"Neighborhood 2",2245,2,0,"Sep 2018",696150
"Neighborhood 1",2116,1,0,"Sep 2018",433641
"Neighborhood 2",2678,2,0,"Sep 2018",543570
"Neighborhood 1",1995,2,0,"Sep 2018",563129
"Neighborhood 1",1558,1,0,"Sep 2018",596116
"Neighborhood 1",1647,1,0,"Sep 2018",530643
"Neighborhood 1",1693,1,0,"Sep 2018",470981
"Neighborhood 1",1829,1,0,"Sep 2018",495396
"Neighborhood 1",1770,1,0,"Sep 2018",378776
"Neighborhood 2",2187,2,0,"Sep 2018",667646
"Neighborhood 1",1617,1,0,"Sep 2018",437260
"Neighborhood 1",1786,1,0,"Sep 2018",585342
"Neighborhood 1",1819,1,0,"Sep 2018",540799
"Neighborhood 1",2103,1,0,"Sep 2018",563519
"Neighborhood 2",2272,2,0,"Sep 2018",846403
"Neighborhood 1",1635,1,0,"Sep 2018",617106
"Neighborhood 1",1690,1,0,"Sep 2018",492143
"Neighborhood 2",2561,2,0,"Sep 2018",755054
"Neighborhood 1",1990,1,0,"Sep 2018",500547
"Neighborhood 2",2323,2,1,"Sep 2018",698525
"Neighborhood 1",1934,1,0,"Sep 2018",598511
"Neighborhood 1",2105,1,0,"Sep 2018",610448
"Neighborhood 1",2021,1,0,"Sep 2018",434414
"Neighborhood 1",1583,2,0,"Sep 2018",545503
"Neighborhood 2",2503,1,0,"Sep 2018",911430
"Neighborhood 2",2371,3,0,"Sep 2018",389884
"Neighborhood 2",2170,2,0,"Sep 2018",675358
"Neighborhood 1",1928,1,0,"Sep 2018",570163
"Neighborhood 1",1626,1,0,"Sep 2018",465021
"Neighborhood 1",1683,1,1,"Sep 2018",561103
"Neighborhood 1",1387,1,1,"Sep 2018",612107
"Neighborhood 1",1313,1,0,"Sep 2018",510059
"Neighborhood 2",2527,3,0,"Sep 2018",619098
"Neighborhood 1",2043,1,0,"Sep 2018",519929
"Neighborhood 1",1340,2,0,"Sep 2018",460392
"Neighborhood 1",1607,2,0,"Sep 2018",420073
"Neighborhood 2",2621,2,0,"Sep 2018",397129
"Neighborhood 1",1709,1,1,"Sep 2018",665891
"Neighborhood 2",2516,2,0,"Sep 2018",644253
"Neighborhood 2",2559,4,0,"Sep 2018",526415
"Neighborhood 1",2048,1,0,"Sep 2018",531842
"Neighborhood 2",2614,2,1,"Sep 2018",412159
"Neighborhood 2",2662,2,0,"Sep 2018",793764
"Neighborhood 2",2383,4,0,"Sep 2018",772316
"Neighborhood 1",1764,1,0,"Sep 2018",563699
"Neighborhood 1",2072,1,0,"Sep 2018",454722
"Neighborhood 1",1451,2,0,"Sep 2018",541401
"Neighborhood 1",1697,1,0,"Sep 2018",773942
"Neighborhood 1",1565,1,1,"Sep 2018",357156
"Neighborhood 2",2162,2,1,"Sep 2018",660009
"Neighborhood 1",1625,1,0,"Sep 2018",732291
"Neighborhood 1",1716,1,0,"Sep 2018",518073
"Neighborhood 2",2023,2,0,"Sep 2018",585629
"Neighborhood 1",1544,1,0,"Sep 2018",672798
"Neighborhood 1",1741,1,0,"Sep 2018",496024
"Neighborhood 1",1397,1,0,"Sep 2018",469323
"Neighborhood 1",1871,1,0,"Sep 2018",281134
"Neighborhood 2",2448,2,0,"Sep 2018",665207
"Neighborhood 2",2138,3,0,"Sep 2018",781544
"Neighborhood 2",2359,3,0,"Sep 2018",713225
"Neighborhood 1",1537,3,0,"Sep 2018",547846
"Neighborhood 2",2318,2,0,"Sep 2018",556695
"Neighborhood 2",2065,2,1,"Sep 2018",625865
"Neighborhood 1",1710,1,0,"Sep 2018",407562
"Neighborhood 2",2350,2,0,"Sep 2018",612285
"Neighborhood 1",1487,1,0,"Sep 2018",570097
"Neighborhood 1",1758,1,0,"Sep 2018",715227
"Neighborhood 1",1903,2,0,"Sep 2018",470331
"Neighborhood 1",1247,1,0,"Sep 2018",575031
"Neighborhood 2",2415,2,0,"Sep 2018",660701
"Neighborhood 2",2378,3,0,"Sep 2018",696978
"Neighborhood 1",1790,1,0,"Sep 2018",634573
"Neighborhood 2",2271,3,0,"Sep 2018",567815
"Neighborhood 2",2416,2,1,"Sep 2018",592852
"Neighborhood 1",1993,1,0,"Sep 2018",469241
"Neighborhood 1",1444,2,0,"Sep 2018",663992
"Neighborhood 1",1995,1,0,"Sep 2018",400548
"Neighborhood 2",2033,2,0,"Sep 2018",450018
"Neighborhood 2",2379,2,1,"Sep 2018",454745
"Neighborhood 1",1562,1,0,"Sep 2018",475245
"Neighborhood 1",1637,1,0,"Sep 2018",517971
"Neighborhood 2",2458,2,0,"Sep 2018",634615
"Neighborhood 1",1521,1,0,"Sep 2018",404129
"Neighborhood 2",2749,1,0,"Sep 2018",485513
"Neighborhood 1",1308,2,0,"Sep 2018",597571
"Neighborhood 1",1545,1,0,"Sep 2018",384015
"Neighborhood 2",2330,2,1,"Sep 2018",612153
"Neighborhood 1",1801,1,0,"Sep 2018",601395
"Neighborhood 2",2798,2,0,"Sep 2018",588206
"Neighborhood 1",1814,1,0,"Sep 2018",553899
"Neighborhood 2",2046,2,0,"Sep 2018",739738
"Neighborhood 2",2052,2,0,"Sep 2018",742939
"Neighborhood 2",2460,1,0,"Sep 2018",673149
"Neighborhood 2",2213,2,1,"Sep 2018",650735
"Neighborhood 1",2037,1,0,"Sep 2018",548667
"Neighborhood 1",1533,1,0,"Sep 2018",604590
"Neighborhood 1",1478,1,0,"Sep 2018",528774
"Neighborhood 2",2446,4,0,"Sep 2018",624547
"Neighborhood 2",2769,4,0,"Sep 2018",723899
"Neighborhood 2",2543,3,1,"Sep 2018",714128
"Neighborhood 1",1709,1,0,"Sep 2018",432963
"Neighborhood 2",2540,2,0,"Sep 2018",667513
"Neighborhood 2",2384,4,0,"Sep 2018",480429
"Neighborhood 1",1649,1,0,"Sep 2018",416734
"Neighborhood 2",2380,2,0,"Sep 2018",523723
"Neighborhood 2",2273,2,0,"Sep 2018",666365
"Neighborhood 2",2377,3,1,"Sep 2018",517708
"Neighborhood 1",1719,1,0,"Sep 2018",530561
"Neighborhood 1",1572,1,0,"Sep 2018",541003
"Neighborhood 2",2201,2,1,"Sep 2018",474596
"Neighborhood 1",1598,1,0,"Sep 2018",524514
"Neighborhood 1",1533,1,0,"Sep 2018",533035
"Neighborhood 1",1563,2,0,"Sep 2018",441556
"Neighborhood 1",1544,2,0,"Sep 2018",425152
"Neighborhood 2",2826,2,0,"Sep 2018",710189
"Neighborhood 1",1813,1,0,"Sep 2018",553851
"Neighborhood 1",1423,1,0,"Sep 2018",567939
"Neighborhood 1",1994,1,0,"Sep 2018",429677
"Neighborhood 2",2555,2,1,"Sep 2018",664820
"Neighborhood 2",2326,2,1,"Sep 2018",615065
"Neighborhood 2",2614,2,0,"Sep 2018",631734
"Neighborhood 1",1759,1,1,"Sep 2018",755942
"Neighborhood 1",1906,1,0,"Sep 2018",478429
"Neighborhood 1",1889,1,0,"Sep 2018",478517
"Neighborhood 1",1761,1,0,"Sep 2018",306416
"Neighborhood 1",1264,1,0,"Sep 2018",709805
"Neighborhood 2",2721,2,0,"Sep 2018",607850
"Neighborhood 1",1617,1,0,"Sep 2018",469421
"Neighborhood 2",2326,3,1,"Sep 2018",713503
"Neighborhood 1",1560,2,0,"Sep 2018",357814
"Neighborhood 2",2362,2,0,"Sep 2018",565258
"Neighborhood 2",2185,2,1,"Sep 2018",637781
"Neighborhood 1",1920,1,0,"Sep 2018",537853
"Neighborhood 2",2409,2,0,"Sep 2018",599023
"Neighborhood 2",2059,2,0,"Sep 2018",707367
"Neighborhood 1",1665,1,0,"Sep 2018",693490
"Neighborhood 1",1747,1,0,"Sep 2018",532696
"Neighborhood 1",1946,1,0,"Sep 2018",577904
"Neighborhood 2",2557,3,0,"Sep 2018",693477
"Neighborhood 2",2704,2,0,"Sep 2018",696810
"Neighborhood 1",2063,2,0,"Sep 2018",620092
"Neighborhood 1",1749,2,0,"Sep 2018",543769
"Neighborhood 1",1816,1,0,"Sep 2018",327064
"Neighborhood 1",1443,2,0,"Sep 2018",596697
"Neighborhood 1",1524,1,0,"Sep 2018",598285
"Neighborhood 1",1846,1,0,"Sep 2018",492675
"Neighborhood 2",2074,2,0,"Sep 2018",454458
"Neighborhood 2",2415,1,0,"Sep 2018",551266
"Neighborhood 2",2381,2,0,"Sep 2018",593268
"Neighborhood 1",1757,3,0,"Sep 2018",309573
"Neighborhood 2",2448,2,0,"Sep 2018",613799
"Neighborhood 1",1865,1,0,"Sep 2018",397107
"Neighborhood 1",1813,2,0,"Sep 2018",486987
"Neighborhood 1",2246,1,0,"Sep 2018",530280
"Neighborhood 1",1702,1,0,"Sep 2018",448864
"Neighborhood 1",1624,2,1,"Sep 2018",627671
"Neighborhood 2",2358,2,1,"Sep 2018",693685
"Neighborhood 2",2672,1,0,"Sep 2018",517722
"Neighborhood 1",2051,2,0,"Sep 2018",617347
"Neighborhood 1",2092,1,0,"Sep 2018",458653
"Neighborhood 1",1523,1,0,"Sep 2018",474216
"Neighborhood 1",1876,1,0,"Sep 2018",617979
"Neighborhood 2",2460,2,0,"Sep 2018",603475
"Neighborhood 2",2508,2,0,"Sep 2018",624763
"Neighborhood 2",2469,2,0,"Sep 2018",811896
"Neighborhood 2",2752,2,0,"Sep 2018",686612
"Neighborhood 1",1667,2,0,"Sep 2018",512471
"Neighborhood 2",2418,3,0,"Sep 2018",737905
"Neighborhood 2",2552,2,0,"Sep 2018",761628
"Neighborhood 2",2481,2,0,"Sep 2018",747019
"Neighborhood 1",1545,1,0,"Sep 2018",339862
"Neighborhood 1",1871,1,0,"Sep 2018",536179
"Neighborhood 2",2354,2,0,"Sep 2018",644219
"Neighborhood 1",1662,1,0,"Sep 2018",631491
"Neighborhood 2",2649,2,0,"Sep 2018",703467
"Neighborhood 2",2518,2,0,"Sep 2018",662751
"Neighborhood 2",2438,2,0,"Sep 2018",641686
"Neighborhood 2",2417,2,0,"Sep 2018",646981
"Neighborhood 2",2556,2,1,"Sep 2018",497297
"Neighborhood 1",1734,1,0,"Sep 2018",530161
"Neighborhood 1",1733,1,0,"Sep 2018",603851
"Neighborhood 1",1693,2,0,"Sep 2018",614473
"Neighborhood 1",2234,1,0,"Sep 2018",475872
"Neighborhood 1",1499,1,0,"Sep 2018",514006
"Neighborhood 1",1903,1,0,"Sep 2018",362053
"Neighborhood 2",2241,2,0,"Sep 2018",743391
"Neighborhood 2",2513,2,1,"Sep 2018",546334
"Neighborhood 1",1714,1,0,"Sep 2018",600880
"Neighborhood 1",1656,1,0,"Sep 2018",490201
"Neighborhood 1",2038,1,1,"Sep 2018",650055
"Neighborhood 2",2436,3,0,"Sep 2018",438637
"Neighborhood 1",1804,1,0,"Sep 2018",671193
"Neighborhood 2",2078,2,0,"Sep 2018",592419
"Neighborhood 1",1704,2,0,"Sep 2018",282921
"Neighborhood 1",2037,3,0,"Sep 2018",647354
"Neighborhood 1",1823,1,0,"Sep 2018",338943
"Neighborhood 2",2296,2,0,"Sep 2018",642370
"Neighborhood 1",1978,1,0,"Sep 2018",509151
"Neighborhood 1",1407,1,0,"Sep 2018",644871
"Neighborhood 2",2687,2,0,"Sep 2018",464311
"Neighborhood 1",1639,1,0,"Sep 2018",550343
"Neighborhood 2",2427,3,1,"Sep 2018",526206
"Neighborhood 2",2602,3,0,"Sep 2018",479957
"Neighborhood 2",2220,2,0,"Sep 2018",789335
"Neighborhood 1",1365,1,0,"Sep 2018",499837
"Neighborhood 1",1805,2,0,"Sep 2018",501359
"Neighborhood 2",2554,2,0,"Sep 2018",625156
"Neighborhood 2",2368,2,0,"Sep 2018",418956
"Neighborhood 2",2317,3,0,"Sep 2018",584155
"Neighborhood 1",1681,1,0,"Sep 2018",628648
"Neighborhood 1",1657,2,0,"Sep 2018",443480
"Neighborhood 1",1725,1,0,"Sep 2018",435476
"Neighborhood 1",1985,2,0,"Sep 2018",399853
"Neighborhood 2",2105,2,1,"Sep 2018",505544
"Neighborhood 2",2705,2,0,"Sep 2018",778952
"Neighborhood 1",1561,1,0,"Sep 2018",495622
"Neighborhood 1",1710,1,0,"Sep 2018",498399
"Neighborhood 1",1591,1,1,"Sep 2018",433624
"Neighborhood 1",1641,1,0,"Sep 2018",426673
"Neighborhood 1",1674,1,0,"Sep 2018",648616
"Neighborhood 1",1667,1,1,"Sep 2018",475189
"Neighborhood 2",2350,3,0,"Sep 2018",557696
"Neighborhood 2",2485,2,1,"Sep 2018",692960
"Neighborhood 1",1600,1,0,"Sep 2018",568753
"Neighborhood 2",2180,2,1,"Sep 2018",532792
"Neighborhood 1",1574,1,0,"Sep 2018",394383
"Neighborhood 2",2581,2,0,"Sep 2018",632118
"Neighborhood 1",1452,3,0,"Sep 2018",497120
"Neighborhood 1",1533,1,0,"Sep 2018",715829
"Neighborhood 1",1924,1,0,"Sep 2018",482325
"Neighborhood 1",1620,1,0,"Sep 2018",457155
"Neighborhood 1",1866,2,0,"Sep 2018",584908
"Neighborhood 1",1481,1,0,"Sep 2018",371514
"Neighborhood 1",1437,1,0,"Sep 2018",443886
"Neighborhood 2",2490,2,0,"Sep 2018",884166
"Neighborhood 1",1912,1,0,"Sep 2018",627300
"Neighborhood 1",2042,2,0,"Sep 2018",532827
"Neighborhood 1",1469,1,1,"Sep 2018",260532
"Neighborhood 1",1728,1,0,"Sep 2018",665331
"Neighborhood 1",1620,1,0,"Sep 2018",579187
"Neighborhood 2",2137,2,1,"Sep 2018",652154
"Neighborhood 1",2003,1,0,"Sep 2018",505440
"Neighborhood 2",2228,3,0,"Sep 2018",549882
"Neighborhood 1",1742,2,0,"Sep 2018",620852
"Neighborhood 2",2733,2,0,"Sep 2018",837909
"Neighborhood 2",2652,2,0,"Sep 2018",607006
"Neighborhood 1",1548,1,0,"Sep 2018",557125
"Neighborhood 2",2238,3,0,"Sep 2018",730028
"Neighborhood 1",1234,2,0,"Sep 2018",503470
"Neighborhood 2",2372,2,0,"Sep 2018",749339
"Neighborhood 1",1787,3,0,"Sep 2018",671617
"Neighborhood 1",1839,1,0,"Sep 2018",600465
"Neighborhood 1",2120,1,0,"Sep 2018",617582
"Neighborhood 2",2278,4,0,"Sep 2018",647185
"Neighborhood 1",1789,2,0,"Sep 2018",632371
"Neighborhood 2",2248,3,0,"Sep 2018",547286
"Neighborhood 1",1962,1,0,"Sep 2018",543511
"Neighborhood 2",2558,2,0,"Sep 2018",689071
"Neighborhood 1",1629,1,0,"Sep 2018",594719
"Neighborhood 1",1512,1,1,"Sep 2018",409784
"Neighborhood 1",1890,1,0,"Sep 2018",317730
